Chapter ID Number,Name,Cognomen / Earned Name,Born,Date of Geneseed Implantation,Date of Death,Age (Or Age at Death),Wargear,Rank History,Deployment History,Personality / Psy-Profile,Notes
1431,Ravi Gray-Guard,,656.M41,668.M41,805.M41,149,,"KIA (Battle Brother) (805.M41) (149 Years old)
Battle Brother (787.M41 - 805.M41) (18 Years) (131 Years old on date of promotion)
Veteran Battle Brother (715.M41 - 787.M41) (72 Years) (59 Years old on date of promotion)
Battle Brother (675.M41 - 715.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (668.M41 - 675.M41) (7 Years) (12 Years old on date of promotion)
","5th Chapter, 2nd Squad (788.M41 - 805.M41) (17 Years)
Chapter Reserve (787.M41 - 788.M41) (1 Years)
1st Chapter, 7th Squad (715.M41 - 787.M41) (72 Years)
8th Chapter, 3rd Squad (675.M41 - 715.M41) (40 Years)
Chapter Reserve (675.M41 - 675.M41) (<1 Year)
10th Chapter, 6th Squad (668.M41 - 675.M41) (7 Years)
",,Demoted on 787.M41 (from Veteran Battle Brother to Battle Brother) Aged 131
1432,Arrian Roof,,656.M41,668.M41,747.M41,91,,"KIA (Veteran Battle Brother) (747.M41) (91 Years old)
Veteran Battle Brother (715.M41 - 747.M41) (32 Years) (59 Years old on date of promotion)
Battle Brother (675.M41 - 715.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (668.M41 - 675.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 7th Squad (715.M41 - 747.M41) (32 Years)
8th Chapter, 3rd Squad (675.M41 - 715.M41) (40 Years)
Chapter Reserve (675.M41 - 675.M41) (<1 Year)
10th Chapter, 6th Squad (668.M41 - 675.M41) (7 Years)
",,Standard Indoctrination
1433,Kayode Sigurd,,656.M41,668.M41,729.M41,73,,"KIA (Bond-Keeper) (729.M41) (73 Years old)
Bond-Keeper (715.M41 - 729.M41) (14 Years) (59 Years old on date of promotion)
Battle Brother (675.M41 - 715.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (668.M41 - 675.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 8th Squad (715.M41 - 729.M41) (14 Years)
8th Chapter, 3rd Squad (675.M41 - 715.M41) (40 Years)
Chapter Reserve (675.M41 - 675.M41) (<1 Year)
10th Chapter, 8th Squad (668.M41 - 675.M41) (7 Years)
",,Hollow High-Capacity Identified
1434,Thabo Stone-Heart,,656.M41,668.M41,671.M41,15,,"KIA (Neophyte) (671.M41) (15 Years old)
Neophyte (668.M41 - 671.M41) (3 Years) (12 Years old on date of promotion)
","10th Chapter, 10th Squad (668.M41 - 671.M41) (3 Years)
",,Standard Indoctrination
1435,Kroeger Wolf-Eye,,657.M41,669.M41,781.M41,124,,"KIA (Veteran Battle Brother) (781.M41) (124 Years old)
Veteran Battle Brother (716.M41 - 781.M41) (65 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","Libarius (716.M41 - 781.M41) (65 Years)
5th Chapter, 1st Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 2nd Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1436,Gideon Sorn,,657.M41,669.M41,674.M41,17,,"KIA (Neophyte) (674.M41) (17 Years old)
Neophyte (669.M41 - 674.M41) (5 Years) (12 Years old on date of promotion)
","10th Chapter, 2nd Squad (669.M41 - 674.M41) (5 Years)
",,Standard Indoctrination
1437,Ivar Joule,,657.M41,669.M41,776.M41,119,,"KIA (Veteran Battle Brother) (776.M41) (119 Years old)
Veteran Battle Brother (716.M41 - 776.M41) (60 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 8th Squad (716.M41 - 776.M41) (60 Years)
8th Chapter, 3rd Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 2nd Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1438,Delbeg Lumen,,657.M41,669.M41,737.M41,80,,"KIA (Veteran Battle Brother) (737.M41) (80 Years old)
Veteran Battle Brother (716.M41 - 737.M41) (21 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 8th Squad (716.M41 - 737.M41) (21 Years)
9th Chapter, 3rd Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 3rd Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1439,Nestor Hunter,,657.M41,669.M41,902.M41,245,,"KIA (Veteran Battle Brother) (902.M41) (245 Years old)
Veteran Battle Brother (716.M41 - 902.M41) (186 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 9th Squad (879.M41 - 902.M41) (23 Years)
Chapter Reserve (Returned from Long Vigil) (879.M41 - 879.M41) (<1 Year)

Seconded to Deathwatch (864.M41 - 879.M41) (15 Years)

1st Chapter, 7th Squad (834.M41 - 864.M41) (30 Years)
Chapter Reserve (Returned from Long Vigil) (834.M41 - 834.M41) (<1 Year)

Seconded to Deathwatch (819.M41 - 834.M41) (15 Years)

1st Chapter, 8th Squad (716.M41 - 819.M41) (103 Years)
9th Chapter, 3rd Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 6th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1440,Alaric Lucius,,657.M41,669.M41,720.M41,63,,"KIA (Veteran Battle Brother) (720.M41) (63 Years old)
Veteran Battle Brother (716.M41 - 720.M41) (4 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 8th Squad (716.M41 - 720.M41) (4 Years)
9th Chapter, 3rd Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 6th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1441,Jiro Sign,,657.M41,669.M41,785.M41,128,,"KIA (Veteran Battle Brother) (785.M41) (128 Years old)
Veteran Battle Brother (716.M41 - 785.M41) (69 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 8th Squad (716.M41 - 785.M41) (69 Years)
9th Chapter, 3rd Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 6th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1442,Honsou Mar,,657.M41,669.M41,867.M41,210,,"KIA (Battle Brother) (867.M41) (210 Years old)
Battle Brother (866.M41 - 867.M41) (1 Years) (209 Years old on date of promotion)
Veteran Battle Brother (716.M41 - 866.M41) (150 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","Chapter Reserve (866.M41 - 867.M41) (1 Years)
1st Chapter, 3rd Squad (837.M41 - 866.M41) (29 Years)
Chapter Reserve (Returned from Long Vigil) (837.M41 - 837.M41) (<1 Year)

Seconded to Deathwatch (822.M41 - 837.M41) (15 Years)

1st Chapter, 8th Squad (716.M41 - 822.M41) (106 Years)
9th Chapter, 3rd Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 6th Squad (669.M41 - 676.M41) (7 Years)
",,Demoted on 866.M41 (from Veteran Battle Brother to Battle Brother) Aged 209
1443,Castus Pius,,657.M41,669.M41,784.M41,127,,"KIA (Veteran Battle Brother) (784.M41) (127 Years old)
Veteran Battle Brother (716.M41 - 784.M41) (68 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 8th Squad (716.M41 - 784.M41) (68 Years)
9th Chapter, 3rd Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 6th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1444,Geir Flat,,657.M41,669.M41,675.M41,18,,"KIA (Neophyte) (675.M41) (18 Years old)
Neophyte (669.M41 - 675.M41) (6 Years) (12 Years old on date of promotion)
","10th Chapter, 7th Squad (669.M41 - 675.M41) (6 Years)
",,Standard Indoctrination
1445,Kroeger Krell,,657.M41,669.M41,957.M41,300,,"KIA (Battle Brother) (957.M41) (300 Years old)
Battle Brother (891.M41 - 957.M41) (66 Years) (234 Years old on date of promotion)
Veteran Battle Brother (716.M41 - 891.M41) (175 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","7th Chapter, 2nd Squad (892.M41 - 957.M41) (65 Years)
Chapter Reserve (891.M41 - 892.M41) (1 Years)
1st Chapter, 4th Squad (884.M41 - 891.M41) (7 Years)
Chapter Reserve (Returned from Long Vigil) (884.M41 - 884.M41) (<1 Year)

Seconded to Deathwatch (869.M41 - 884.M41) (15 Years)

1st Chapter, 9th Squad (839.M41 - 869.M41) (30 Years)
Chapter Reserve (Returned from Long Vigil) (839.M41 - 839.M41) (<1 Year)

Seconded to Deathwatch (824.M41 - 839.M41) (15 Years)

1st Chapter, 8th Squad (716.M41 - 824.M41) (108 Years)
9th Chapter, 3rd Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 7th Squad (669.M41 - 676.M41) (7 Years)
",,Demoted on 891.M41 (from Veteran Battle Brother to Battle Brother) Aged 234
1446,Tiber Storm,,657.M41,669.M41,792.M41,135,,"KIA (Bond-Keeper) (792.M41) (135 Years old)
Bond-Keeper (716.M41 - 792.M41) (76 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 9th Squad (716.M41 - 792.M41) (76 Years)
9th Chapter, 3rd Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 7th Squad (669.M41 - 676.M41) (7 Years)
",,Hollow High-Capacity Identified
1447,Carus Weber-Wolf,,657.M41,669.M41,925.M41,268,,"KIA (Veteran Battle Brother) (925.M41) (268 Years old)
Veteran Battle Brother (716.M41 - 925.M41) (209 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 3rd Squad (899.M41 - 925.M41) (26 Years)
Chapter Reserve (Returned from Long Vigil) (899.M41 - 899.M41) (<1 Year)

Seconded to Deathwatch (884.M41 - 899.M41) (15 Years)

1st Chapter, 4th Squad (854.M41 - 884.M41) (30 Years)
Chapter Reserve (Returned from Long Vigil) (854.M41 - 854.M41) (<1 Year)

Seconded to Deathwatch (839.M41 - 854.M41) (15 Years)

1st Chapter, 9th Squad (716.M41 - 839.M41) (123 Years)
2nd Chapter, 4th Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 7th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1448,Shola Draken,,657.M41,669.M41,945.M41,288,,"KIA (Veteran Battle Brother) (945.M41) (288 Years old)
Veteran Battle Brother (716.M41 - 945.M41) (229 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","Armory (912.M41 - 945.M41) (33 Years)
Chapter Reserve (Returned from Long Vigil) (912.M41 - 912.M41) (<1 Year)

Seconded to Deathwatch (897.M41 - 912.M41) (15 Years)

1st Chapter, 7th Squad (867.M41 - 897.M41) (30 Years)
Chapter Reserve (Returned from Long Vigil) (867.M41 - 867.M41) (<1 Year)

Seconded to Deathwatch (852.M41 - 867.M41) (15 Years)

1st Chapter, 9th Squad (716.M41 - 852.M41) (136 Years)
2nd Chapter, 4th Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 8th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1449,Tiber Aemilius,,657.M41,669.M41,893.M41,236,,"KIA (Veteran Battle Brother) (893.M41) (236 Years old)
Veteran Battle Brother (716.M41 - 893.M41) (177 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 3rd Squad (869.M41 - 893.M41) (24 Years)
Chapter Reserve (Returned from Long Vigil) (869.M41 - 869.M41) (<1 Year)

Seconded to Deathwatch (854.M41 - 869.M41) (15 Years)

1st Chapter, 9th Squad (716.M41 - 854.M41) (138 Years)
2nd Chapter, 4th Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 8th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1450,Agubar Arab,,657.M41,669.M41,675.M41,18,,"KIA (Neophyte) (675.M41) (18 Years old)
Neophyte (669.M41 - 675.M41) (6 Years) (12 Years old on date of promotion)
","10th Chapter, 8th Squad (669.M41 - 675.M41) (6 Years)
",,Standard Indoctrination
1451,Shang Pascal-Priest,,657.M41,669.M41,010.M42,353,,"KIA (Veteran Battle Brother) (010.M42) (353 Years old)
Veteran Battle Brother (716.M41 - 010.M42) (294 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 4th Squad (927.M41 - 010.M42) (83 Years)
Chapter Reserve (Returned from Long Vigil) (927.M41 - 927.M41) (<1 Year)

Seconded to Deathwatch (912.M41 - 927.M41) (15 Years)

1st Chapter, 10th Squad (882.M41 - 912.M41) (30 Years)
Chapter Reserve (Returned from Long Vigil) (882.M41 - 882.M41) (<1 Year)

Seconded to Deathwatch (867.M41 - 882.M41) (15 Years)

1st Chapter, 9th Squad (716.M41 - 867.M41) (151 Years)
2nd Chapter, 4th Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 8th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1452,Ulphas Daxon,,657.M41,669.M41,791.M41,134,,"KIA (Veteran Battle Brother) (791.M41) (134 Years old)
Veteran Battle Brother (716.M41 - 791.M41) (75 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 9th Squad (716.M41 - 791.M41) (75 Years)
2nd Chapter, 4th Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 9th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1453,Kunto Hunchback,,657.M41,669.M41,726.M41,69,,"KIA (Veteran Battle Brother) (726.M41) (69 Years old)
Veteran Battle Brother (716.M41 - 726.M41) (10 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 9th Squad (716.M41 - 726.M41) (10 Years)
2nd Chapter, 4th Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 9th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1454,Narik Bandwidth,,657.M41,669.M41,873.M41,216,,"KIA (Veteran Battle Brother) (873.M41) (216 Years old)
Veteran Battle Brother (716.M41 - 873.M41) (157 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 9th Squad (716.M41 - 873.M41) (157 Years)
2nd Chapter, 4th Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 9th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1455,Luc Mark,,657.M41,669.M41,818.M41,161,,"KIA (Veteran Battle Brother) (818.M41) (161 Years old)
Veteran Battle Brother (716.M41 - 818.M41) (102 Years) (59 Years old on date of promotion)
Battle Brother (676.M41 - 716.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (669.M41 - 676.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 9th Squad (716.M41 - 818.M41) (102 Years)
2nd Chapter, 4th Squad (676.M41 - 716.M41) (40 Years)
Chapter Reserve (676.M41 - 676.M41) (<1 Year)
10th Chapter, 9th Squad (669.M41 - 676.M41) (7 Years)
",,Standard Indoctrination
1456,Nassir Road,,658.M41,670.M41,941.M41,283,,"KIA (Null-Warden) (941.M41) (283 Years old)
Null-Warden (712.M41 - 941.M41) (229 Years) (54 Years old on date of promotion)
Battle Brother (677.M41 - 712.M41) (35 Years) (19 Years old on date of promotion)
Neophyte (670.M41 - 677.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, Command Squad (712.M41 - 941.M41) (229 Years)
3rd Chapter, 4th Squad (677.M41 - 712.M41) (35 Years)
Chapter Reserve (677.M41 - 677.M41) (<1 Year)
10th Chapter, 1st Squad (670.M41 - 677.M41) (7 Years)
",,Standard Indoctrination
1457,Luc Rime,,658.M41,670.M41,703.M41,45,,"KIA (Battle Brother) (703.M41) (45 Years old)
Battle Brother (677.M41 - 703.M41) (26 Years) (19 Years old on date of promotion)
Neophyte (670.M41 - 677.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 4th Squad (677.M41 - 703.M41) (26 Years)
Chapter Reserve (677.M41 - 677.M41) (<1 Year)
10th Chapter, 7th Squad (670.M41 - 677.M41) (7 Years)
",,Standard Indoctrination
1458,Eirik Season,,658.M41,670.M41,864.M41,206,,"KIA (Veteran Battle Brother) (864.M41) (206 Years old)
Veteran Battle Brother (717.M41 - 864.M41) (147 Years) (59 Years old on date of promotion)
Battle Brother (677.M41 - 717.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (670.M41 - 677.M41) (7 Years) (12 Years old on date of promotion)
","Libarius (717.M41 - 864.M41) (147 Years)
3rd Chapter, 4th Squad (677.M41 - 717.M41) (40 Years)
Chapter Reserve (677.M41 - 677.M41) (<1 Year)
10th Chapter, 9th Squad (670.M41 - 677.M41) (7 Years)
",,Standard Indoctrination
1459,Caracalla Plasma-Breath,,658.M41,670.M41,757.M41,99,,"KIA (Artificer Brother) (757.M41) (99 Years old)
Artificer Brother (717.M41 - 757.M41) (40 Years) (59 Years old on date of promotion)
Battle Brother (677.M41 - 717.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (670.M41 - 677.M41) (7 Years) (12 Years old on date of promotion)
","5th Chapter, 4th Squad (717.M41 - 757.M41) (40 Years)
3rd Chapter, 4th Squad (677.M41 - 717.M41) (40 Years)
Chapter Reserve (677.M41 - 677.M41) (<1 Year)
10th Chapter, 9th Squad (670.M41 - 677.M41) (7 Years)
",,Standard Indoctrination
1460,Oris Iron,,658.M41,670.M41,757.M41,99,,"KIA (Bond-Keeper) (757.M41) (99 Years old)
Bond-Keeper (717.M41 - 757.M41) (40 Years) (59 Years old on date of promotion)
Battle Brother (677.M41 - 717.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (670.M41 - 677.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 10th Squad (717.M41 - 757.M41) (40 Years)
3rd Chapter, 4th Squad (677.M41 - 717.M41) (40 Years)
Chapter Reserve (677.M41 - 677.M41) (<1 Year)
10th Chapter, 10th Squad (670.M41 - 677.M41) (7 Years)
",,Hollow High-Capacity Identified
1461,Inge Varl,,658.M41,670.M41,671.M41,13,,"KIA (Neophyte) (671.M41) (13 Years old)
Neophyte (670.M41 - 671.M41) (1 Years) (12 Years old on date of promotion)
","10th Chapter, 10th Squad (670.M41 - 671.M41) (1 Years)
",,Standard Indoctrination
1462,Varek Gallow,,658.M41,670.M41,828.M41,170,,"KIA (Veteran Battle Brother) (828.M41) (170 Years old)
Veteran Battle Brother (717.M41 - 828.M41) (111 Years) (59 Years old on date of promotion)
Battle Brother (677.M41 - 717.M41) (40 Years) (19 Years old on date of promotion)
Neophyte (670.M41 - 677.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 10th Squad (717.M41 - 828.M41) (111 Years)
3rd Chapter, 4th Squad (677.M41 - 717.M41) (40 Years)
Chapter Reserve (677.M41 - 677.M41) (<1 Year)
10th Chapter, 10th Squad (670.M41 - 677.M41) (7 Years)
",,Standard Indoctrination
1463,Pan Xylas,,658.M41,670.M41,671.M41,13,,"KIA (Neophyte) (671.M41) (13 Years old)
Neophyte (670.M41 - 671.M41) (1 Years) (12 Years old on date of promotion)
","10th Chapter, 10th Squad (670.M41 - 671.M41) (1 Years)
",,Standard Indoctrination
